,Age,Gender,Department,Designation,MonthlySalary,YearsWithCompany,YearsInRole,AppraisalRating,TrainingHours,DoesOvertime,JobSatisfaction,WorkLifeBalance,DistanceFromHome,LeavesTaken,LeftCompany,DistanceGroup,SalaryGroup,TrainingGroup
4710,41,Male,IT,Software Engineer,101278,1,0,5,55,1,2,3,2.3,12,0,0–5 km,101K-110K,51-55
4711,46,Other,Admin,Office Assistant,84126,5,2,5,24,1,3,4,35.3,11,1,30+km,81K-90K,21-25
4712,37,Female,Admin,Office Assistant,68750,8,2,5,44,0,3,2,25.6,20,0,15–30 km,61K-70K,41-45
4713,42,Other,Admin,Office Assistant,56769,8,8,2,11,0,1,2,26.7,3,0,15–30 km,51K-60K,11-15
4714,41,Male,IT,Software Engineer,71233,10,0,1,56,0,4,2,30.7,23,1,30+km,71K-80K,56-60
4715,32,Female,Admin,Office Assistant,34303,10,2,2,12,1,4,1,46.5,7,1,30+km,31K-40K,11-15
4716,52,Other,Admin,Office Assistant,21857,1,0,4,16,0,4,3,26.4,17,1,15–30 km,15K-30K,16-20
4717,48,Other,IT,Software Engineer,118401,6,1,1,49,1,5,4,15.9,11,0,15–30 km,111K-120K,46-50
4718,53,Female,Admin,Office Assistant,105439,3,2,1,3,1,3,2,32.1,2,0,30+km,101K-110K,0-5
4719,49,Other,Sales,Sales Associate,69115,9,1,4,9,0,5,1,14.2,2,0,5–15 km,61K-70K,6-10
4720,43,Female,Accounts,Accounts Officer,51392,9,5,1,40,0,5,4,37.8,14,0,30+km,51K-60K,36-40
4721,39,Male,IT,Software Engineer,55838,2,0,5,18,0,3,2,30.1,13,1,30+km,51K-60K,16-20
4722,30,Female,Admin,Office Assistant,100974,1,0,1,26,1,4,1,1.7,0,0,0–5 km,101K-110K,26-30
4723,40,Male,HR,HR Executive,27361,7,5,1,9,0,5,2,48.6,19,0,30+km,15K-30K,6-10
4724,60,Other,Sales,Sales Associate,27145,7,2,3,5,0,2,1,48.7,14,1,30+km,15K-30K,0-5
4725,45,Male,HR,HR Executive,73769,8,3,4,11,1,1,2,36.0,17,0,30+km,71K-80K,11-15
4726,39,Female,Accounts,Accounts Officer,22205,2,1,2,56,1,3,4,2.0,15,0,0–5 km,15K-30K,56-60
4727,57,Male,Admin,Office Assistant,86885,1,0,1,22,1,5,2,16.1,5,0,15–30 km,81K-90K,21-25
4728,51,Other,IT,Software Engineer,85752,9,5,5,53,1,3,2,6.9,6,0,5–15 km,81K-90K,51-55
4729,54,Other,HR,HR Executive,31732,8,2,4,36,1,4,4,13.9,4,0,5–15 km,31K-40K,36-40
4730,58,Other,IT,Software Engineer,42049,8,1,5,48,0,3,1,20.9,24,0,15–30 km,41K-50K,46-50
4731,28,Female,Sales,Sales Associate,45381,6,6,3,9,1,2,4,13.4,14,0,5–15 km,41K-50K,6-10
4732,32,Other,Accounts,Accounts Officer,107326,7,0,5,10,1,3,1,13.8,19,1,5–15 km,101K-110K,6-10
4733,58,Female,HR,HR Executive,65056,8,3,3,2,1,5,1,36.5,19,0,30+km,61K-70K,0-5
4734,30,Other,Sales,Sales Associate,116746,1,0,1,29,0,4,1,15.8,12,0,15–30 km,111K-120K,26-30
4735,49,Male,IT,Software Engineer,38131,2,2,1,21,1,2,3,11.4,28,1,5–15 km,31K-40K,21-25
4736,44,Female,IT,Software Engineer,95352,7,1,4,23,0,4,4,49.4,25,0,30+km,91K-100K,21-25
4737,25,Male,Sales,Sales Associate,73565,4,1,4,44,0,3,3,19.0,22,1,15–30 km,71K-80K,41-45
4738,37,Other,HR,HR Executive,91117,5,1,3,54,0,2,4,6.6,2,0,5–15 km,91K-100K,51-55
4739,34,Male,Accounts,Accounts Officer,111502,4,1,5,27,1,2,2,38.2,29,0,30+km,111K-120K,26-30
4740,34,Female,Sales,Sales Associate,99050,8,0,2,51,0,5,2,8.9,18,1,5–15 km,91K-100K,51-55
4741,39,Female,Accounts,Accounts Officer,34080,7,7,1,19,1,5,1,48.4,12,1,30+km,31K-40K,16-20
4742,53,Female,Accounts,Accounts Officer,111529,7,2,1,38,1,3,4,1.6,5,0,0–5 km,111K-120K,36-40
4743,51,Other,Sales,Sales Associate,72690,7,6,5,57,0,5,2,26.5,14,0,15–30 km,71K-80K,56-60
4744,25,Other,Accounts,Accounts Officer,15954,1,0,4,54,1,1,2,39.0,28,1,30+km,15K-30K,51-55
4745,24,Female,Accounts,Accounts Officer,25510,6,1,5,39,1,5,4,32.7,20,0,30+km,15K-30K,36-40
4746,40,Other,Admin,Office Assistant,34624,4,2,2,48,1,1,4,47.9,20,1,30+km,31K-40K,46-50
4747,30,Female,Sales,Sales Associate,45559,3,2,2,16,0,3,4,36.4,17,1,30+km,41K-50K,16-20
4748,49,Male,Accounts,Accounts Officer,72777,8,2,2,2,0,3,3,22.2,17,0,15–30 km,71K-80K,0-5
4749,29,Male,Accounts,Accounts Officer,28579,6,0,5,14,1,1,3,8.4,23,1,5–15 km,15K-30K,11-15
4750,34,Female,IT,Software Engineer,84937,2,0,4,16,0,5,3,8.2,11,0,5–15 km,81K-90K,16-20
4751,33,Other,HR,HR Executive,70215,10,1,4,22,1,3,4,6.7,5,1,5–15 km,71K-80K,21-25
4752,59,Other,IT,Software Engineer,78443,4,4,2,36,0,1,4,11.8,10,0,5–15 km,71K-80K,36-40
4753,33,Other,Admin,Office Assistant,90901,8,2,1,41,0,1,1,26.7,10,1,15–30 km,91K-100K,41-45
4754,49,Female,IT,Software Engineer,52434,2,1,2,30,0,3,4,9.9,2,0,5–15 km,51K-60K,26-30
4755,50,Male,Accounts,Accounts Officer,92505,5,0,4,3,0,3,3,5.6,27,0,5–15 km,91K-100K,0-5
4756,36,Male,Sales,Sales Associate,67282,8,5,4,51,0,4,1,11.5,20,1,5–15 km,61K-70K,51-55
4757,60,Female,IT,Software Engineer,64436,2,1,4,27,0,3,2,31.4,18,1,30+km,61K-70K,26-30
4758,37,Female,Sales,Sales Associate,50559,10,4,1,28,1,4,3,9.7,25,0,5–15 km,51K-60K,26-30
4759,48,Female,IT,Software Engineer,31087,8,3,4,38,1,1,1,5.4,28,1,5–15 km,31K-40K,36-40
4760,30,Other,Admin,Office Assistant,90680,7,7,4,57,0,2,2,4.3,17,0,0–5 km,91K-100K,56-60
4761,51,Female,Admin,Office Assistant,103901,8,4,4,11,0,1,1,21.3,6,0,15–30 km,101K-110K,11-15
4762,52,Other,Admin,Office Assistant,106466,8,6,5,7,0,2,1,21.8,8,1,15–30 km,101K-110K,6-10
4763,23,Male,Admin,Office Assistant,55390,3,1,1,52,0,3,1,36.2,20,0,30+km,51K-60K,51-55
4764,37,Male,Admin,Office Assistant,110539,10,8,5,12,0,1,4,14.3,6,0,5–15 km,111K-120K,11-15
4765,38,Other,HR,HR Executive,108528,9,2,4,22,0,4,4,16.9,13,0,15–30 km,101K-110K,21-25
4766,25,Other,Accounts,Accounts Officer,76044,2,1,3,7,0,1,2,5.0,28,0,0–5 km,71K-80K,6-10
4767,33,Other,Accounts,Accounts Officer,106980,8,0,5,32,0,2,2,14.3,15,0,5–15 km,101K-110K,31-35
4768,22,Male,Sales,Sales Associate,20959,5,4,4,35,0,1,3,23.7,25,0,15–30 km,15K-30K,31-35
4769,29,Male,Admin,Office Assistant,20167,7,0,5,23,1,4,3,17.3,13,0,15–30 km,15K-30K,21-25
4770,59,Other,Accounts,Accounts Officer,98876,3,2,5,27,1,2,2,35.7,13,0,30+km,91K-100K,26-30
4771,56,Male,HR,HR Executive,32196,4,1,1,47,0,5,2,43.3,4,0,30+km,31K-40K,46-50
4772,50,Male,IT,Software Engineer,32418,10,8,1,58,0,5,1,43.2,27,0,30+km,31K-40K,56-60
4773,23,Other,Sales,Sales Associate,60013,7,1,4,12,1,2,3,34.5,28,0,30+km,61K-70K,11-15
4774,36,Female,IT,Software Engineer,53541,4,2,2,4,0,1,3,48.5,8,1,30+km,51K-60K,0-5
4775,45,Other,HR,HR Executive,29877,9,7,3,33,0,5,2,40.5,0,0,30+km,15K-30K,31-35
4776,32,Female,Admin,Office Assistant,30376,2,0,1,54,0,3,1,33.4,15,0,30+km,31K-40K,51-55
4777,40,Other,HR,HR Executive,19680,9,5,2,18,1,3,2,27.2,17,0,15–30 km,15K-30K,16-20
4778,41,Other,Sales,Sales Associate,28592,4,3,5,54,0,3,2,36.0,24,0,30+km,15K-30K,51-55
4779,23,Male,HR,HR Executive,115130,9,6,2,22,0,2,1,39.7,17,1,30+km,111K-120K,21-25
4780,39,Other,Accounts,Accounts Officer,33401,5,4,1,17,0,3,2,2.3,12,0,0–5 km,31K-40K,16-20
4781,57,Other,HR,HR Executive,91312,3,0,5,49,1,4,3,49.1,0,0,30+km,91K-100K,46-50
4782,27,Female,Admin,Office Assistant,39108,8,4,1,16,0,4,1,35.5,20,0,30+km,31K-40K,16-20
4783,41,Female,Sales,Sales Associate,40080,8,8,3,60,0,3,1,16.8,19,1,15–30 km,41K-50K,56-60
4784,36,Male,Admin,Office Assistant,68767,1,1,2,35,1,5,2,11.0,6,0,5–15 km,61K-70K,31-35
4785,53,Female,Sales,Sales Associate,88401,3,2,3,22,1,4,2,21.4,24,0,15–30 km,81K-90K,21-25
4786,41,Male,IT,Software Engineer,92508,6,5,5,3,0,5,2,45.1,13,0,30+km,91K-100K,0-5
4787,52,Other,Admin,Office Assistant,50297,6,0,3,6,1,3,4,2.1,1,0,0–5 km,51K-60K,6-10
4788,55,Female,Accounts,Accounts Officer,38281,9,5,2,1,1,4,4,31.8,5,0,30+km,31K-40K,0-5
4789,35,Other,Accounts,Accounts Officer,17836,4,0,5,16,0,5,3,22.6,3,0,15–30 km,15K-30K,16-20
4790,53,Male,Sales,Sales Associate,77530,2,0,2,21,0,4,2,23.4,3,0,15–30 km,71K-80K,21-25
4791,27,Female,Admin,Office Assistant,84537,5,4,5,33,0,1,2,42.5,26,0,30+km,81K-90K,31-35
4792,47,Male,Admin,Office Assistant,94344,9,0,3,9,0,4,2,25.2,29,0,15–30 km,91K-100K,6-10
4793,53,Male,Sales,Sales Associate,20336,5,1,5,51,1,2,1,24.6,4,1,15–30 km,15K-30K,51-55
4794,46,Female,Admin,Office Assistant,90535,3,1,1,16,1,2,1,44.4,14,1,30+km,91K-100K,16-20
4795,57,Female,Accounts,Accounts Officer,74829,2,0,3,34,1,1,2,42.6,25,0,30+km,71K-80K,31-35
4796,35,Male,Accounts,Accounts Officer,48281,6,0,2,5,1,4,2,14.2,26,0,5–15 km,41K-50K,0-5
4797,35,Female,Sales,Sales Associate,60492,4,2,4,40,0,3,2,44.7,2,0,30+km,61K-70K,36-40
4798,28,Female,Admin,Office Assistant,39777,9,8,2,60,0,1,3,12.3,0,1,5–15 km,31K-40K,56-60
4799,23,Other,IT,Software Engineer,25609,1,1,2,41,1,3,4,39.2,21,0,30+km,15K-30K,41-45
4800,55,Male,Admin,Office Assistant,98681,4,2,1,56,0,5,3,25.5,0,1,15–30 km,91K-100K,56-60
4801,28,Male,HR,HR Executive,51352,7,3,3,28,1,2,1,45.3,4,1,30+km,51K-60K,26-30
4802,43,Female,HR,HR Executive,29988,3,0,5,42,0,2,3,22.2,25,0,15–30 km,15K-30K,41-45
4803,24,Male,Admin,Office Assistant,51253,7,5,5,13,0,3,1,34.6,22,0,30+km,51K-60K,11-15
4804,24,Other,Sales,Sales Associate,46482,10,1,4,33,1,4,2,37.4,18,0,30+km,41K-50K,31-35
4805,22,Other,Admin,Office Assistant,59463,6,4,1,0,1,5,3,24.4,8,0,15–30 km,51K-60K,0-5
4806,31,Male,Accounts,Accounts Officer,115376,8,3,4,60,1,4,4,26.0,8,0,15–30 km,111K-120K,56-60
4807,28,Female,Accounts,Accounts Officer,108202,6,1,2,37,1,2,3,10.8,5,1,5–15 km,101K-110K,36-40
4808,32,Other,HR,HR Executive,55164,4,0,4,48,0,5,4,26.7,6,0,15–30 km,51K-60K,46-50
4809,28,Male,HR,HR Executive,67323,9,8,4,55,1,4,3,21.6,23,0,15–30 km,61K-70K,51-55
4810,53,Other,Admin,Office Assistant,109806,9,8,5,49,0,3,4,22.7,28,0,15–30 km,101K-110K,46-50
4811,32,Male,Accounts,Accounts Officer,70821,7,0,3,46,1,2,1,44.7,12,1,30+km,71K-80K,46-50
4812,55,Female,HR,HR Executive,62769,7,7,4,18,0,1,2,6.8,10,0,5–15 km,61K-70K,16-20
4813,33,Male,Sales,Sales Associate,32113,5,1,3,49,0,4,4,7.5,15,0,5–15 km,31K-40K,46-50
4814,27,Male,IT,Software Engineer,88841,1,1,2,13,0,2,2,41.0,10,1,30+km,81K-90K,11-15
4815,28,Male,Accounts,Accounts Officer,59814,5,1,5,23,0,2,3,44.3,28,0,30+km,51K-60K,21-25
4816,27,Other,IT,Software Engineer,90346,3,0,5,8,1,4,4,21.5,17,0,15–30 km,91K-100K,6-10
4817,52,Female,Accounts,Accounts Officer,27125,2,2,2,49,0,5,4,22.6,1,0,15–30 km,15K-30K,46-50
4818,49,Male,HR,HR Executive,76887,5,5,5,26,0,3,1,46.0,11,0,30+km,71K-80K,26-30
4819,43,Male,Sales,Sales Associate,53469,9,3,5,11,0,4,4,5.8,0,0,5–15 km,51K-60K,11-15
4820,52,Female,IT,Software Engineer,116305,9,4,5,45,0,4,1,15.1,24,0,15–30 km,111K-120K,41-45
4821,58,Male,Sales,Sales Associate,15946,8,3,3,55,0,3,1,1.3,2,0,0–5 km,15K-30K,51-55
4822,46,Other,IT,Software Engineer,100371,7,0,1,17,1,2,2,15.0,28,1,5–15 km,101K-110K,16-20
4823,37,Male,IT,Software Engineer,72763,9,2,3,30,1,4,1,8.3,4,1,5–15 km,71K-80K,26-30
4824,57,Other,HR,HR Executive,112932,5,2,2,15,1,4,3,33.5,29,0,30+km,111K-120K,11-15
4825,30,Other,Sales,Sales Associate,72190,7,5,1,42,0,4,3,31.1,2,0,30+km,71K-80K,41-45
4826,25,Female,Accounts,Accounts Officer,91921,4,1,1,30,1,1,3,25.1,27,1,15–30 km,91K-100K,26-30
4827,47,Other,HR,HR Executive,42097,6,4,1,57,1,5,3,1.5,13,1,0–5 km,41K-50K,56-60
4828,23,Female,Admin,Office Assistant,88100,6,2,5,9,1,4,2,21.2,22,1,15–30 km,81K-90K,6-10
4829,38,Female,Sales,Sales Associate,80733,7,6,1,13,0,5,3,6.5,17,0,5–15 km,81K-90K,11-15
4830,51,Female,Accounts,Accounts Officer,100240,7,2,2,21,0,1,1,13.9,10,1,5–15 km,101K-110K,21-25
4831,57,Male,Accounts,Accounts Officer,96885,6,1,2,21,0,5,1,10.7,12,0,5–15 km,91K-100K,21-25
4832,22,Female,Accounts,Accounts Officer,28232,7,4,4,59,0,5,1,8.7,15,0,5–15 km,15K-30K,56-60
4833,38,Male,Accounts,Accounts Officer,49305,7,1,1,2,0,5,3,44.3,7,0,30+km,41K-50K,0-5
4834,47,Other,Accounts,Accounts Officer,117662,6,0,4,38,0,1,4,10.2,17,1,5–15 km,111K-120K,36-40
4835,29,Female,Accounts,Accounts Officer,110477,8,3,4,37,0,2,2,21.8,26,0,15–30 km,111K-120K,36-40
4836,30,Other,Accounts,Accounts Officer,82839,6,1,3,53,1,5,4,17.7,12,0,15–30 km,81K-90K,51-55
4837,48,Male,Sales,Sales Associate,54915,2,2,1,59,0,1,1,48.0,17,0,30+km,51K-60K,56-60
4838,33,Other,HR,HR Executive,21906,9,2,2,29,1,1,1,11.6,9,1,5–15 km,15K-30K,26-30
4839,42,Male,Sales,Sales Associate,67064,5,3,3,27,0,4,2,17.1,4,0,15–30 km,61K-70K,26-30
4840,47,Male,IT,Software Engineer,64719,5,4,3,29,0,2,1,14.5,22,0,5–15 km,61K-70K,26-30
4841,45,Male,HR,HR Executive,28252,9,9,3,3,1,1,3,5.2,2,0,5–15 km,15K-30K,0-5
4842,41,Other,Accounts,Accounts Officer,57676,3,0,3,1,0,2,4,17.0,13,1,15–30 km,51K-60K,0-5
4843,43,Male,IT,Software Engineer,41834,5,4,5,8,1,2,3,25.0,8,0,15–30 km,41K-50K,6-10
4844,60,Other,Accounts,Accounts Officer,72981,6,1,4,56,0,1,1,13.2,23,0,5–15 km,71K-80K,56-60
4845,45,Male,HR,HR Executive,63458,5,4,4,40,0,3,3,6.3,19,1,5–15 km,61K-70K,36-40
4846,32,Female,Sales,Sales Associate,113495,7,0,2,14,0,2,2,32.2,8,0,30+km,111K-120K,11-15
4847,31,Female,Sales,Sales Associate,54226,4,2,1,33,0,4,4,32.1,21,0,30+km,51K-60K,31-35
4848,31,Male,Admin,Office Assistant,72184,5,4,2,55,1,2,3,17.4,4,1,15–30 km,71K-80K,51-55
4849,35,Female,Sales,Sales Associate,78397,3,3,5,27,0,4,1,43.3,3,1,30+km,71K-80K,26-30
4850,59,Other,Sales,Sales Associate,17205,6,2,4,16,1,5,4,15.4,15,1,15–30 km,15K-30K,16-20
4851,39,Other,Sales,Sales Associate,57036,10,3,4,22,0,4,3,17.2,17,0,15–30 km,51K-60K,21-25
4852,44,Female,HR,HR Executive,46920,8,4,2,30,1,4,3,41.4,7,0,30+km,41K-50K,26-30
4853,43,Female,IT,Software Engineer,70476,8,2,3,43,1,5,2,19.3,14,1,15–30 km,71K-80K,41-45
4854,59,Male,Accounts,Accounts Officer,101521,4,4,3,19,0,3,1,35.3,12,0,30+km,101K-110K,16-20
4855,32,Female,Admin,Office Assistant,37626,9,2,4,32,1,3,3,38.3,9,0,30+km,31K-40K,31-35
4856,23,Male,HR,HR Executive,22222,3,0,2,32,1,2,4,11.8,13,0,5–15 km,15K-30K,31-35
4857,52,Other,Admin,Office Assistant,17325,3,1,5,19,0,3,1,35.9,2,0,30+km,15K-30K,16-20
4858,51,Other,HR,HR Executive,64339,4,2,1,44,0,4,1,24.3,16,0,15–30 km,61K-70K,41-45
4859,60,Female,Accounts,Accounts Officer,94440,5,5,4,6,1,4,2,34.6,17,1,30+km,91K-100K,6-10
4860,42,Female,Admin,Office Assistant,56479,7,1,1,9,0,5,4,14.4,7,0,5–15 km,51K-60K,6-10
4861,44,Female,Sales,Sales Associate,117077,7,2,1,10,1,4,4,37.1,7,0,30+km,111K-120K,6-10
4862,44,Male,IT,Software Engineer,43032,9,9,2,41,0,2,3,42.4,26,1,30+km,41K-50K,41-45
4863,42,Other,Admin,Office Assistant,104533,10,10,2,51,0,1,2,48.3,1,1,30+km,101K-110K,51-55
4864,31,Female,HR,HR Executive,45087,2,0,3,0,1,2,2,46.4,17,0,30+km,41K-50K,0-5
4865,51,Female,HR,HR Executive,48943,7,4,2,49,1,4,1,45.0,14,0,30+km,41K-50K,46-50
4866,41,Female,IT,Software Engineer,103587,9,1,4,17,0,1,3,17.0,26,0,15–30 km,101K-110K,16-20
4867,36,Other,HR,HR Executive,117071,2,0,1,54,1,1,2,17.6,12,1,15–30 km,111K-120K,51-55
4868,57,Other,Accounts,Accounts Officer,72421,7,0,2,21,0,3,2,26.8,6,0,15–30 km,71K-80K,21-25
4869,30,Male,Sales,Sales Associate,55047,2,1,2,45,0,3,4,15.3,4,0,15–30 km,51K-60K,41-45
4870,58,Male,IT,Software Engineer,82978,8,7,2,9,0,4,2,5.9,18,0,5–15 km,81K-90K,6-10
4871,25,Male,HR,HR Executive,116649,6,1,3,52,0,5,3,33.2,27,0,30+km,111K-120K,51-55
4872,31,Male,HR,HR Executive,79380,5,5,3,38,0,3,2,42.5,3,0,30+km,71K-80K,36-40
4873,51,Female,Sales,Sales Associate,35731,2,0,1,15,1,2,1,15.5,12,1,15–30 km,31K-40K,11-15
4874,40,Male,IT,Software Engineer,25265,1,1,3,25,0,1,1,21.8,2,0,15–30 km,15K-30K,21-25
4875,22,Female,Accounts,Accounts Officer,17397,8,1,5,42,0,3,1,9.1,17,1,5–15 km,15K-30K,41-45
4876,56,Male,Admin,Office Assistant,33294,9,3,3,41,1,2,4,13.6,28,1,5–15 km,31K-40K,41-45
4877,43,Female,HR,HR Executive,16927,9,5,4,3,1,4,2,9.0,29,0,5–15 km,15K-30K,0-5
4878,34,Other,Admin,Office Assistant,103337,2,0,3,49,0,3,3,34.3,5,0,30+km,101K-110K,46-50
4879,52,Male,IT,Software Engineer,114094,5,0,1,2,1,1,2,39.5,19,1,30+km,111K-120K,0-5
4880,33,Other,IT,Software Engineer,57736,4,2,5,33,1,2,2,1.3,23,1,0–5 km,51K-60K,31-35
4881,34,Female,Sales,Sales Associate,39400,2,1,3,16,0,1,1,38.4,17,1,30+km,31K-40K,16-20
4882,42,Other,IT,Software Engineer,42170,9,6,5,43,1,4,1,18.5,2,1,15–30 km,41K-50K,41-45
4883,53,Other,Accounts,Accounts Officer,98345,2,2,2,46,0,1,3,12.0,29,1,5–15 km,91K-100K,46-50
4884,48,Male,HR,HR Executive,75452,9,9,5,1,0,5,1,42.6,14,0,30+km,71K-80K,0-5
4885,44,Other,HR,HR Executive,102123,1,0,2,32,1,5,3,13.2,0,1,5–15 km,101K-110K,31-35
4886,59,Female,Admin,Office Assistant,40266,5,5,3,5,1,1,4,16.8,16,1,15–30 km,41K-50K,0-5
4887,42,Other,Accounts,Accounts Officer,101032,8,3,4,30,1,3,4,20.2,5,0,15–30 km,101K-110K,26-30
4888,32,Other,HR,HR Executive,40963,4,1,3,16,0,4,1,40.6,29,0,30+km,41K-50K,16-20
4889,39,Female,Sales,Sales Associate,16673,6,2,1,14,1,3,2,26.0,28,0,15–30 km,15K-30K,11-15
4890,56,Female,Sales,Sales Associate,29571,6,3,4,31,0,2,2,36.0,17,0,30+km,15K-30K,31-35
4891,40,Female,Accounts,Accounts Officer,44259,8,5,2,3,0,5,2,19.3,15,0,15–30 km,41K-50K,0-5
4892,56,Other,Accounts,Accounts Officer,80626,8,6,1,19,0,2,3,23.0,5,1,15–30 km,81K-90K,16-20
4893,41,Female,Accounts,Accounts Officer,51710,3,2,5,56,0,4,1,43.3,18,1,30+km,51K-60K,56-60
4894,56,Other,Admin,Office Assistant,27196,4,1,5,27,0,2,3,33.0,8,0,30+km,15K-30K,26-30
4895,42,Other,Admin,Office Assistant,32079,7,4,5,34,1,1,4,30.2,9,0,30+km,31K-40K,31-35
4896,23,Female,Sales,Sales Associate,109416,7,0,1,21,1,2,3,13.9,29,1,5–15 km,101K-110K,21-25
4897,22,Female,IT,Software Engineer,79431,8,8,4,52,1,1,2,23.6,19,0,15–30 km,71K-80K,51-55
4898,32,Male,IT,Software Engineer,100217,3,0,5,31,0,1,1,4.1,19,1,0–5 km,101K-110K,31-35
4899,41,Female,IT,Software Engineer,57622,9,5,5,23,0,5,2,49.2,12,0,30+km,51K-60K,21-25
4900,42,Other,Sales,Sales Associate,92672,9,7,3,12,1,1,3,3.2,14,0,0–5 km,91K-100K,11-15
4901,59,Female,IT,Software Engineer,85585,2,2,2,6,0,2,3,24.6,22,1,15–30 km,81K-90K,6-10
4902,37,Male,Accounts,Accounts Officer,55680,3,3,3,17,0,3,1,42.1,23,0,30+km,51K-60K,16-20
4903,59,Male,IT,Software Engineer,89734,6,4,4,59,1,3,3,36.7,26,0,30+km,81K-90K,56-60
4904,41,Female,Accounts,Accounts Officer,33843,8,2,4,26,0,4,2,43.4,6,0,30+km,31K-40K,26-30
4905,57,Female,Admin,Office Assistant,70223,3,3,5,31,1,1,2,9.3,2,1,5–15 km,71K-80K,31-35
4906,22,Other,IT,Software Engineer,49077,8,2,4,2,1,5,3,43.3,12,0,30+km,41K-50K,0-5
4907,51,Female,Sales,Sales Associate,18405,9,3,4,27,0,3,1,5.3,21,0,5–15 km,15K-30K,26-30
4908,57,Male,IT,Software Engineer,73931,7,5,1,44,1,2,2,34.8,26,1,30+km,71K-80K,41-45
4909,58,Female,Accounts,Accounts Officer,83954,9,8,3,49,0,2,1,25.1,12,0,15–30 km,81K-90K,46-50
4910,54,Male,Sales,Sales Associate,90645,2,0,4,10,1,2,4,1.4,2,0,0–5 km,91K-100K,6-10
4911,35,Male,Accounts,Accounts Officer,92472,9,1,5,37,0,4,4,46.1,4,0,30+km,91K-100K,36-40
4912,26,Other,Accounts,Accounts Officer,61448,3,3,4,56,0,1,2,30.5,1,1,30+km,61K-70K,56-60
4913,24,Other,Sales,Sales Associate,15498,10,7,4,39,0,3,2,1.2,28,0,0–5 km,15K-30K,36-40
4914,26,Other,Accounts,Accounts Officer,23172,6,2,1,17,0,1,1,14.4,5,1,5–15 km,15K-30K,16-20
4915,54,Female,IT,Software Engineer,40926,2,2,4,10,0,1,3,45.4,0,0,30+km,41K-50K,6-10
4916,44,Other,HR,HR Executive,110770,5,1,2,9,1,4,3,6.2,8,0,5–15 km,111K-120K,6-10
4917,37,Female,IT,Software Engineer,67724,4,0,3,2,0,2,2,41.0,6,0,30+km,61K-70K,0-5
4918,42,Male,HR,HR Executive,98052,9,8,3,36,1,1,1,20.7,20,1,15–30 km,91K-100K,36-40
4919,34,Female,HR,HR Executive,109656,5,5,2,52,1,1,4,44.4,23,1,30+km,101K-110K,51-55
4920,38,Other,HR,HR Executive,31379,7,5,4,46,0,5,3,31.1,15,0,30+km,31K-40K,46-50
4921,32,Other,Admin,Office Assistant,67993,2,0,1,44,0,1,3,5.8,29,1,5–15 km,61K-70K,41-45
4922,58,Female,Sales,Sales Associate,113324,6,6,4,13,0,1,3,39.1,17,0,30+km,111K-120K,11-15
4923,29,Other,Accounts,Accounts Officer,95058,3,2,4,56,0,1,1,44.9,9,0,30+km,91K-100K,56-60
4924,38,Other,Sales,Sales Associate,65952,2,2,5,56,0,4,3,47.0,13,0,30+km,61K-70K,56-60
4925,27,Male,Sales,Sales Associate,60538,7,3,4,3,1,5,2,28.6,13,0,15–30 km,61K-70K,0-5
4926,22,Female,HR,HR Executive,91098,9,7,4,59,0,2,4,7.7,9,0,5–15 km,91K-100K,56-60
4927,60,Male,Accounts,Accounts Officer,56961,6,6,4,9,1,4,4,23.8,30,0,15–30 km,51K-60K,6-10
4928,32,Other,Sales,Sales Associate,52033,2,1,5,30,1,2,4,15.5,9,0,15–30 km,51K-60K,26-30
4929,56,Other,Accounts,Accounts Officer,80382,3,2,4,35,0,1,1,12.4,5,1,5–15 km,81K-90K,31-35
4930,44,Other,Sales,Sales Associate,34316,2,1,1,14,0,1,2,47.6,2,1,30+km,31K-40K,11-15
4931,26,Male,IT,Software Engineer,77431,6,1,5,50,1,5,3,34.6,21,0,30+km,71K-80K,46-50
4932,30,Male,Admin,Office Assistant,40895,8,1,1,14,0,5,4,36.4,6,1,30+km,41K-50K,11-15
4933,34,Male,Admin,Office Assistant,89520,8,4,1,1,0,3,2,12.8,8,1,5–15 km,81K-90K,0-5
4934,52,Other,HR,HR Executive,53467,2,2,5,19,0,1,1,12.6,23,0,5–15 km,51K-60K,16-20
4935,38,Other,Admin,Office Assistant,98980,10,6,4,43,0,2,4,37.2,30,0,30+km,91K-100K,41-45
4936,60,Other,Sales,Sales Associate,78001,4,3,5,31,0,1,2,38.8,1,0,30+km,71K-80K,31-35
4937,44,Other,IT,Software Engineer,34839,6,3,3,50,1,5,4,45.8,27,0,30+km,31K-40K,46-50
4938,22,Male,HR,HR Executive,56906,9,9,3,28,0,3,4,22.8,3,0,15–30 km,51K-60K,26-30
4939,50,Female,Sales,Sales Associate,92944,4,0,4,32,1,4,2,12.1,2,1,5–15 km,91K-100K,31-35
4940,37,Female,Sales,Sales Associate,42059,5,1,3,44,0,3,3,33.3,30,0,30+km,41K-50K,41-45
4941,59,Male,Admin,Office Assistant,89698,3,0,4,35,0,3,2,37.6,26,0,30+km,81K-90K,31-35
4942,55,Male,Accounts,Accounts Officer,103237,3,3,5,14,1,1,2,17.8,23,0,15–30 km,101K-110K,11-15
4943,56,Other,HR,HR Executive,68986,3,3,2,11,0,3,1,2.9,25,0,0–5 km,61K-70K,11-15
